question_id,description
342,"输入n（n<20）个学生的学号、姓名和成绩， 输出学生的成绩等级和不及格人数。每个学生的记录包括学号、姓名、成绩和等级，要求定义和调用函数 set_grade(), 根据学生成绩设置其等级，并统计不及格人数，等级设置：85-100 为 A , 70-84 为 B , 60-69 为 C , 0-59 为 D。 试编写相应程序。"
359,凯撒加密，是一种古老的加密技术，是把条信息中的每个字母用字母表中固定距离（k）之后的那个字母代替。可先输入一个k，接着输入一个字符串（字符串全是小写的英文字母）。试着编写程序，将字符串中的字符进行K值凯撒加密。例如：k=2，字符 a 经过k值凯撒加密之后变为 c ，而字符 z 经过k值凯撒加密之后变为字符b。
360,给定两个数组，每个数组中的整数都是从小到大排列。设计一个方法，将两个数组合并到一起，并从大到小输出合并后的结果。试着编写程序实现。
361,输入字符串A，和输入字符串B，计算B和A 的相似情况，判断两个字符串是否相似，如果相似输出Yes否则输出No
362,输入一个字符串语句查看语句中的单词出现的次数，并按照出现的次数对单词从小到大排序
363,"输入两个二维平面向量Vl = ( x1 , y1)和V2 = ( x2 , y2 )的分量，计算并输出两个向量的点积。试编写相应程序。"
364,小明看书有一个计划，他打算用n天的时间看完一本m页的书，并且小明看书时每一天看的页数都比前一天多（第一天可以看任意多页书），那么请你输出小明可能的所有看书的计划，输出按字典序排列（对于两种计划，先比较第一天看书页数，小的在前，如果相同，再比较第二天看书页数，以此类推，具体见样例）。
365,给定三维平面上的n个点，先按x轴从小到大排序，x轴相同的按y轴从小到大排序，x和y轴都相同的按z轴从小到大排序。
366,小王家在第一年养了一只兔子（1岁），已知兔子刚出生时是1岁，3岁及以上的兔子每年会生出一只新兔子，但是兔子在10岁的时候会死去。请问第n年小王家一共有多少只兔子？
371,给你一个数组，数组上的每个位置都有一定数量的豆子，现在吃豆人会进行若干次操作，每次操作给定一个坐标x，吃豆人会把位于坐标x上位置的豆子都吃掉，同时位于x位置右边的位置都会向左移动一格。具体来说，x+1位置上的豆子转移到x位置，x+2位置上的豆子转移到x+1位置，以此类推。每次操作，如果吃豆人发现x位置上已经没豆子了，输出0，否则输出吃到的豆子数。
372,"歌唱比赛有n个裁判(n>=3)，每个裁判会给当前这位歌手打分为[1,10]之间的一个整数，最终这个选手的得分为：去掉一个最高分和一个最低分之后的平均分。现在已知小华同学的最终得分p，但是n个裁判给的得分中恰好有一个丢失了，即小华只知道n-1个裁判给出的得分，现在请你帮小华判断他的最终得分是否是对的（即是否存在第n个裁判给出某个分数q满足小华的最终得分为p）？"
373,矩阵的幂A^k = A * A * ... * A，其中两个矩阵A、B​的乘积会产生一个新矩阵C，且$C_{ij} = \sum_{k=1}^{m}A_{ik}*B_{kj}$​，其中矩阵A是一个n * m的数组，矩阵B的大小是一个m * t的数组。现在给定一个方阵A和一个整数k，求A^k。
376,"定义数列$ f_{n+2} = f_{n+1} + f_{n} $，数列中任何一个元素都是正整数。从定义可以看出，不同的$ f_1,f_2 $会产生不同的数列。假设给定一个数字$ x(2 <= x <= 2^{32} ) $，给出这个数字出现在位置$ i(i >= 3，数列下标从1开始) $的数列个数。"
383,"输入月份，输出对应的英文名称。要求用指针数组表示 12个月的英文名称。例如，输入5,输出May。试编写相应程序。"
384,定义一个指针数组，将下表的星期信息组织起来，信息表中首字母大写，比如Monday，输入一个字符串，在表中查找，若存在，输出该字符串在表中的序号，否则输出 “wrong input!”，本题区分大小写。试编写相应程序
385,"输入n（n<lO)个字符串，输出其中最长字符串的有效长度（<100）。要求自定义函数 int  max_len( char *s[]  ,  int n ),用于计算有m个元素的指针数组s中最长的字符串的长度。试编写相应程序 。"
386,"输入两个字符串，输出连接后的字符串。要求自定义函数 char *strcat (char *str1,char *str2),将字符串str2复制到字符串str1的末端，并且返回字符串s的首地址。试编写相应程序。"
391,"本题要求实现一个函数，对给定的一个字符串和两个字符，打印出给定字符串中从与第一个字符匹配的位置开始到与第二个字符匹配的位置之间的所有字符。函数接口定义：char *match( char *s, char ch1, char ch2 );函数match应打印s中从ch1到ch2之间的所有字符，并且返回ch1的地址。"
392,"本题要求实现一个字符串查找的简单函数。函数接口定义：char *search( char *s, char *t );函数search在字符串s中查找子串t，返回子串t在s中的首地址。若未找到，则返回NULL。"
393,本题要求实现两个函数，分别将读入的数据存储为单链表、将链表中奇数值的结点重新组成一个新的链表。链表结点定义如下：struct ListNode {int data;ListNode *next;};函数接口定义：struct ListNode *readlist();struct ListNode *getodd( struct ListNode **L );函数readlist从标准输入读入一系列正整数，按照读入顺序建立单链表。当读到−1时表示输入结束，函数应返回指向单链表头结点的指针。函数getodd将单链表L中奇数值的结点分离出来，重新组成一个新的链表。返回指向新链表头结点的指针，同时将L中存储的地址改为删除了奇数值结点后的链表的头结点地址（所以要传入L的指针）。
394,"本题要求实现两个函数，分别将读入的数据存储为单链表、将链表中所有存储了某给定值的结点删除。链表结点定义如下：struct ListNode {int data;ListNode *next;};函数接口定义：struct ListNode *readlist();struct ListNode *deletem( struct ListNode *L, int m );函数readlist从标准输入读入一系列正整数，按照读入顺序建立单链表。当读到−1时表示输入结束，函数应返回指向单链表头结点的指针。函数deletem将单链表L中所有存储了m的结点删除。返回指向结果链表头结点的指针。"
399,输入学生人数n，然后构建一个结构体数组，结构体包含学号和学生成绩（都是int类型），然后输出成绩不及格（<60）的学生的学号。
400,"扫雷游戏是一款十分经典的单机小游戏。现在有个简易版扫雷游戏：在1行m列的雷区中有一些格子含有地雷（称之为地雷格），其他格子不含地雷（称之为非地雷格）。玩家翻开一个非地雷格时，该格将会出现一个数字——提示周围格子中有多少个是地雷格。游戏的目标是在不翻出任何地雷格的条件下，找出所有的非地雷格。现在给出1行m列的雷区中的地雷分布，要求计算出每个非地雷格周围的地雷格数。注：一个格子的周围格子包括其左、右两个方向上与之直接相邻的格子。注意：请使用函数接口void transMap(char* input,char* output) 完成题目，其中input是传入字符串，output是最后要输出的字符串"
401,"高中作文打分（满分为60分），为了避免作文打分的主观因素的影响，一般会请n个老师进行打分，从中去掉最高分和最低分，对保留的求和并平均。现在给定n个老师打分的情况，你需要求出最高分和最低分，并分别存到指针变量p和q中（int类型指针）；对剩下的分数求和平均保存到指针变量r（double类型指针）中。程序最后一行请输出如下代码：printf(""%d %d %.2f\n"",*p,*q,*r);"
408,"输入一个初始配置（矩阵大小限制为6*6, 0代表死, 1代表活），输出下一代"
409,向队列中插入若干个元素（循环队列最大容量为8），访问并移除队列中的所有元素
410,"实现一个循环链表,并解决约瑟夫问题."
411,Michael喜欢滑雪这并不奇怪，因为滑雪的确很刺激。可是为了获得速度，滑的区域必须向下倾斜，而且当你滑到坡底，你不得不再次走上坡或者等待升降机来载你。Michael想知道载一个区域中最长底滑坡。区域由一个二维数组给出。数组的每个数字代表点的高度。下面是一个例子:一个人可以从某个点滑向上下左右相邻四个点之一，当且仅当高度减小。一条可滑行的滑坡为24-17-16-1。当然25-24-23-...-3-2-1更长。事实上，这是最长的一条。要求用DFS实现
412,Michael喜欢滑雪这并不奇怪，因为滑雪的确很刺激。可是为了获得速度，滑的区域必须向下倾斜，而且当你滑到坡底，你不得不再次走上坡或者等待升降机来载你。Michael想知道载一个区域中最长底滑坡。区域由一个二维数组给出。数组的每个数字代表点的高度。下面是一个例子:一个人可以从某个点滑向上下左右相邻四个点之一，当且仅当高度减小。一条可滑行的滑坡为24-17-16-1。当然25-24-23-...-3-2-1更长。事实上，这是最长的一条。要求用BFS实现
413,"1、用数组(大小限定为30)实现一个链表类，基于链表类派生一个有序链表类(重写插入和替换函数)。2、自定义一个数据结构Record作为有序链表类的数据类型，重载操作符>, <, ==。"
414,基于problem 1实现的有序链表，实现二分查找
415,用低位优先基数排序对下列字符串进行排序。
416,对下列数字进行归并排序
420,对下列数字进行快速排序。
422,"给一个整数数组，找到两个数使得他们的和等于一个给定的数target。你需要实现的函数twoSum需要返回这两个数的下标, 并且第一个下标小于第二个下标。注意这里下标的范围是 1 到 n，不是以 0 开头。数组是给定的，允许对数组建索引，每次的问题输入是target。要求：需使用C++类与对象的方法实现哈希表的定义，哈希函数及冲突处理方法可自定义。"
423,"给一个整数数组，找到两个数使得他们的和等于一个给定的数target。你需要实现的函数twoSum需要返回这两个数的下标, 并且第一个下标小于第二个下标。注意这里下标的范围是 1 到 n，不是以 0 开头。数组是给定的，允许对数组建索引，每次的问题输入是target。要求：需使用标准模板库STL类函数实现HashMap。"
424,给定一个长度为n的整数序列，要求对序列中的正数按升序排列，负数按降序排列，并且排完序后，原来是正数的位置上的数还是正数，原来是负数的位置上的数还是负数，0所在位置的数还是0。***注意：本题禁止使用sort库函数***
425,幼儿园老师有n个苹果，现在需要摆盘。老师需要把这n个苹果放到尽可能多的盘子里，但是有限制条件：每个果盘至少放一个苹果，从第三个及以后的果盘中的苹果数量至少是它前面两个果盘中的苹果数量之和。请问这n个苹果最多能放几个果盘呢？***注意：本题必须使用递归***
426,n个人围成一个圆环，编号为1，2，3，4…到n， 现在从指定的一名同学编号为s的同学开始，从s依次开始报数，s报1，s的后一位同学报2，依次类推，一直报到m。每个报到m的同学将退出圆环。然后从报到m的下一位同学继续开始从1到m报数。一直这样执行，求最后一名留在圆环中的人的编号。
427,"现在有n个城镇，编号为1, 2, 3, 4…n。他们之间有m条互通的道路，每条道路有相应的长度，现在基于这些道路，选择其中的一部分，在其上铺设水管，水管长度等于道路长度。要求使得任意两个城市之间都能通水，即任何城市之间可以通过水管连接。求使得所有城市连接的水管最短长度。"
428,Jack喜欢登山，登的区域必须向上倾斜，而且当爬到坡顶，不得不再次从另一个坡底出发。Jack想知道在一个区域中最长的爬坡。区域由一个m*n的二维数组给出。数组的每个数字代表点的高度。下面是一个例子，Jack可以从某个点爬向上下左右相邻四个点之一，当且仅当高度增加。在上面的例子中，一条可行的坡道为1-2-17-23。当然1-2-3-4-5-6…-20-21-22-23这条更长。事实上，这是最长的一条。请写出相应的代码，求出这条最长坡道的长度，即坡道包含的点的数量。1    2    3  4  516 17 18 19 615 23 23 20 714 22 22 21 813 12 11 10 9
429,n个人排成一排（用链表实现）。给定一份名单，该名单中共有m个人（是n个人的子集）。现要将名单中的人进行分组，分组规则是连续排在一起的人为一组。求名单中的人一共能分成多少组？
430,给定一个平衡括号字符串S，按下述规则计算该字符串的分数：()得1分。AB得A + B分，其中A和B是平衡括号字符串。例如“()()”得1+1=2分。(A)得2 * A分，其中A是平衡括号字符串，例如“(())”得2*1=2分。提示：可用栈实现，括号在栈中可用0代替，遇到左括号进栈，遇到右括号出栈后算分，算出局部分数后，可以将该分数重新压入栈中。
431,将两个有序的存有大写字母的链表进行合并，保证合并后的链表依然有序并去重，仅保留不重复的字母结点。
432,"1、给出后序遍历序列###ca##ji####spom(#代表空指针), 构建二叉树。2、上述二叉树实际是一颗二叉排序树，请实现程序（1）查找c节点，输出从树根到c节点的路径。（2）删除其中的m节点，使得删除后仍为二叉排序树，并输出其中序遍历序列。"
433,"给出n个坐标点<x1,y1>, <x2, y2>…..<xn, yn>，请对他们进行堆排序。坐标点的大小关系是：如果 xi> xj, 则 <xi,yi>  大于 <xj, yj>；若 xi=xj 且 yi >yj, 那么同样有<xi,yi>  大于 <xj, yj>。请使用堆排序完成，建议使用C++的面向对象的程序设计。"
434,"有一堆二维坐标点<x1,y1>, <x2, y2>…..<xn, yn>。假定坐标点是一个一个来的，请利用堆，能时刻报告数据中的最小的k项。比如k=1,  有4个坐标数据 <2,2>, <1,1>, <3,3>, <0,0> 依次到来。那么当来第一个<2,2>时， top-1的值是<2,2>, 再来一个数据<1,1>,这时top-1的值变为了 <1,1>, 再来一个<3,3>数据，top-1还是<1,1>, 第四个数据<0,0>到了后，top-1 就变为了 <0,0>。"
435,输入一个字符串（不包含空格），统计其中非数字字符的个数。
436,给定一个长度为n的整数序列，要求使用快速排序进行升序排序。***注意：本题禁止使用sort库函数，且其他排序方法不得分***
437,给定一个长度为n的链表（链表节点包含一个整型值）。同时给定大小为m的列表G，该列表是上述链表中整型值的一个子集。请返回列表G中组件的个数，这里对组件的定义为：链表中一段最长连续节点的值（该值必须在列表G中）构成的集合。注：该题中提到的链表必须用链表实现，不得使用STL类，否则不得分。
438,给定一个无向图G，其中包含n个顶点（编号为1-n）和m条边，求图中连通分量的个数。连通分量的定义为：一个无向图的极大连通子图称为该图的连通分量。连通图的极大连通子图只有1个，就是其自身。非连通图可以拆为数个极大，也称连通分量，每个分量显然都是连通图。
440,输入一个带权连通图，输出最小生成树
441,给定一棵二叉树，计算树中所有右叶子之和。注：题中给定的二叉树需要自己根据测试案例中的层序遍历序列构建。
442,"给定一棵二叉树，树中的每个结点的值要么是0，要么是1。移除树中所有不包含1的子树（子树节点全为0）。子树的定义：对于树中的任意一个节点node,以node为根，node的后代构成的二叉树称之为子树。注：题中给定的二叉树需要自己根据测试案例中的层序遍历序列构建。"
443,给定一个无向图G，其中包含n个顶点（编号为1-n）和m条边，求图中连通分量的个数。连通分量的定义为：一个无向图的极大连通子图称为该图的连通分量。连通图的极大连通子图只有1个，就是其自身。非连通图可以拆为数个极大，也称连通分量，每个分量显然都是连通图。
444,给定一个长度为n的正整数序列a，其中有一些值是未知的（用0表示），要求将这些未知的数用正整数填上，且最终的正整数序列是非递减序列，并且字典序是最小的。（字典序比较的定义是：对于两个不完全相同的序列a和b，假设存在一个正整数k，使得a[k] < b[k]，并且对于任意i < k，都满足a[i]=b[i]，则字典序a < b）。
445,老师给你出了一道题：初始你手上有一个值为0的数，现在你需要经过n次运算，每次运算有两种选择，你需要选择其中的一种并和你手上的数进行运算，n次运算后输出最大的结果（运算按照从前往后的顺序，不需要考虑优先级）。这自然难不倒会编程的你，所以解决它吧。
446,"王总忘记了自己保险箱的密码，想找你帮忙破解。根据王老板的提示，密码是从0-9中选取的前n个数字从小到大进行排列组合，得到的第m个数字组合就是密码。例如：n=3, 则进行排列组合的前三个数字就是0，1，2，王总记录提示的m是5。则根据 这三个数字的所有排列组合：012，021，102，120，201，210，王总的保险箱的密码为201。"
447,"给定一个长度为n的非负整数数组和一个整数 m，将这个数组分成 m 个非空的连续子数组，每个子数组内所有数据的和被称为该子数组的分数。对于任意一种分割方案，其对应的所有子数组分数的最大值，记为该次分割方案的分数。请问所有分割方案的分数的最小值是多少？解释：假设数组为[7, 2, 5, 10, 8], m=2。给定一种分割方案为[7,2], [5,10,8]。那两个子数组的分数分别为为9和23，该分割方案的分数为23（两个子数组分数的最大值）."
448,"给定一棵二叉树，树中的每个结点的值要么是0，要么是1。移除树中所有不包含1的子树（子树节点全是0）。子树的定义：对于树中的任意一个节点node,以node为根，node的后代构成的二叉树称之为子树。注：题中给定的二叉树需要自己根据测试案例中的层序遍历序列构建。"
449,给定一个无向图G，当这个图为二分图时返回true。二分图的定义为：如果我们能将一个图的节点集合分割成两个独立的子集A和B，使得图中的每一条边的两个节点一个来自A集合，一个来自B集合，我们就将这个图称为二分图。G将会以邻接表的方式给出，G[i]表示图中与节点i相连的所有节点。每个节点都是一个在0到G.length-1之间的整数。图中没有自环和平行边：G[i]中不存在i，并且G[i]中没有重复的值。
450,给定一个矩阵A，m行n列，返回A的转置矩阵。矩阵的转置是指将矩阵的主对角线翻转，交换矩阵的行索引与列索引。
451,"给定一串字符，使用特定的方法将其压缩成新的字符串，压缩后的长度必须始终小于或等于原数组长度。具体方法为：计算字符连续出现的次数，若次数为1保持不变;若次数>1,则进行压缩。"
452,输入一串由小到大排列的int类型的数字以-1结束输入，将读取的数组构造成一个链表，删除所有重复的元素，使得每个元素只出现一次，最后输出新的链表。
453,"本题要求实现一个在给定数组中找出由三个数组成的最大乘积的简单函数。函数接口定义：int canThreePartsEqualSum ( int *A, int n); 其中A 为给出的整型数组，n为数组长度请实现函数接口，并在主函数中调用它。"
454,一只兔子一次可以跳上1级台阶，也可以跳上2级台阶。求该兔子跳上一个 n级的台阶总共有多少种跳法。请采用递归的思想来解此题。
455,给你一个数组A，只有可以将其划分为三个和相等的非空部分时才返回true，否则返回false。
456,输入两个时刻（24小时制），要求定义一个时间结构体类型（时和分），并计算两个时刻之间的时间差
457,大数通常指超过int或long表示范围的整数数值，通常以字符串数组的形式保存，此题给出1个大数和1个小数，要求计算两数之积并输出。
458,给定一个矩阵A，求矩阵 A 每一列的平均值和每一行的最大值，并依次输出。
459,将打乱的字符，按照指定的顺序排序。
460,"给定两个正整数a,b, 以表示一个范围 包括a,b。 输出该范围内素数的个数。（函数，mid）要求：写出一个 判断当前数是否为素数的函数，并在主函数中调用。函数名为isPrime , 返回布尔值。"
461,C语言考试成绩信息的每条记录包含，考试学号，考试姓名，考试成绩(0~100)。请根据所有考试信息，构造考试记录结构体。同时找出成绩最高的同学（们）的姓名 以及成绩最低同学（们）的学号。
462,构造一个链表，在指定位置插入节点(实现链表的插入操作），最后遍历链表，要求从头到尾输出遍历链表信息。
463,用2*1的小矩形横着或者竖着去覆盖更大的矩形。请问用n个2*1的小矩形无重叠地覆盖一个2*n的大矩形，总共有多少种方法？要求用递归的方法解决此问题。
464,登入网站是一般需要输入密码。现在写一个自动检查用户密码的程序。具体要求如下：密码不少于6个字符组成，且不能超过30个字符。密码只能有英文字母、数字和小数点 `.`，还必须既有字母也有数字。- 如果密码合法，输出 yes- 如果密法太长，不论合法与否，都输出 too long- 如果密码太短，不论合法与否，都输出 too short- 如果密码长度合法，但存在不合法字符，则输出 illegal char- 如果密码长度合法，但只有字母没有数字，则输出 need num- 如果密码长度合法，但只有数字没有字母，则输出 need char每次只输出一种提醒，提醒种类优先级由上到下依次递减。
465,实现分数减法。分数分为，整数部分和纯分数部分。
471,实现重量盎司和克的相互转换。为简便计算，规定 1盎司 = 28.35 克。
473,"给定两个大于0的整数，m和n，求m和n之间的所有非素数之和（范围包括m,n）"
474,"输入一行字符串（少于100个字符），包含空格和特殊符号等。 统计并输出其中大写辅音字母的个数。大写辅音字母是指除'A' , 'E' , 'I' , ' O ' ,  ' U '以外的大写字母。试编写相应程序。"
475,输入一个字符串（少于 80 个字符），包含空格和特殊符号等。将其中的大写字母用下面列出的对应大写字母替换， 其余字符不变， 输出替 换后的字符串。试编写相应程序。原字母对应字母A ——> ZB ——> YC ——> XD ——> W...X ——> CY ——> BZ ——> A
476,"输入一个以字符 """" #"""" 结束的字符串， 滤去所有的非十六进 制字符 （不分大小写）， 组成一个 新的表示十六进 制数字的 字符 串， 然后 将其转换为十进制 数后输出 。如果过滤后字符串的首字符为 ＂-＂， 代表该 数是负数。试编写相应程序。"
517,"输入两个二维平面向量Vl = ( x1 , y1)和V2 = ( x2 , y2 )的分量。试编写相应程序判断两个向量的方向关系。"
547,扫雷游戏是一款十分经典的单机小游戏。现在有个简易版扫雷游戏：在1行m列的雷区中有一些格子含有地雷（称之为地雷格），其他格子不含地雷（称之为非地雷格）。玩家翻开一个非地雷格时，该格将会出现一个数字——提示周围格子中有多少个是地雷格。游戏的目标是在不翻出任何地雷格的条件下，找出所有的非地雷格。现在给出1行m列的雷区中的地雷分布，要求计算出每个非地雷格周围的地雷格数。注：一个格子的周围格子包括其左、右两个方向上与之直接相邻的格子。
548,高中作文打分（满分为60分），为了避免作文打分的主观因素的影响，一般会请n个老师进行打分，从中去掉最高分和最低分，对保留的求和并平均。现在给定n个老师打分的情况，你需要求出最高分和最低分，并分别存到指针变量p和q中（int类型指针）；对剩下的分数求和平均保存到指针变量r（double类型指针）中。最后以间接访问的形式输出最高分，最低分和平均分
549,给出n个元素，必须使用递归的方法求出元素中的最大值
554,登入网站是一般需要输入密码。现在写一个自动检查用户密码的程序。具体要求如下：密码不少于6个字符组成，且不能超过30个字符。密码只能有英文字母、数字和小数点 `.`，还必须既有字母也有数字。- 如果密码合法，输出 yes- 如果密法太长，不论合法与否，都输出 too long- 如果密码太短，不论合法与否，都输出 too short- 如果密码长度合法，但存在不合法字符，则输出 illegal char- 如果密码长度合法，但只有字母没有数字，则输出 need num- 如果密码长度合法，但只有数字没有字母，则输出 need char每次只输出一种提醒，提醒种类优先级由上到下依次递减。
555,给定N 位（0<= N <= 100) 数字 num。可以将数字num看成是一个长度位N的字符串，从左至右观察数字num，查找到第一个长度为L（1<= L <= 5) 的连续“子串”，且该“子串” 为素数。输出这个素数。（关键词：第一个、长度为L（即L位数）、素数）
571,•向队列中插入若干个元素（循环队列最大容量为8），访问并移除队列中的所有元素。（当插入元素大于队列最大容量时输出This queue is overflow!）
572,用队列实现下面功能，给定一个数组 nums 和滑动窗口的大小 k，请找出所有滑动窗口里的最大值。
573,"约瑟夫问题：n个人围成一个圆圈，首先第1个人从1开始顺时针报数，报到第m个人，令其出列。然后再从下一个人开始，从1顺时针报数，报到第m个人，再令其出列，…，如此下去,直到圆圈中只剩一个人为止。此人即为优胜者。"
574,给定整数序列a1，a2，.....，an，判断是否可以从中选出若干数，使他们的和恰好为k。
578,使用高位基数排序对单词按照字典序排序。
579,对下列数字按照大小进行归并排序
581,"有一个正整数数组，数组长度为n且小于等于10(数组下标从0开始)。现给一个正整数K，请在数组中所有元素中找一个子集，子集中元素之和为K。输出所有子集中，数组下标最大的元素的值。比如 数组为[5,4,2,3,10]，K=9，则可能子集为[5,4], [4,2, 3]由于[4,2,3]中3的下标更大（为3，[5,4]中4的下标为1），因此输出3。如果不存在这样的子集，输出-1。注意数组下标从0开始。"
582,"给定一个由0和1组成的矩阵。现在有一个棋子从左上角的位置走到右下角的位置，规定每次只能前后左右移动，且移动的规则每次只能从0移动到1或者从1移动到0，即不允许从0到0,1到1。求矩阵中是否存在着这样的路径。 比如下图中不存在。（右下角4个1无法移动）"
585,"我们有一个由平面上的点组成的列表points。需要从中找出第K个距离原点(0, 0)最近的点。假设答案唯一。规定不准用STL。 用STL实现排序功能一律不得分。"
586,将两个升序链表合并为一个新的升序链表并返回。新链表是通过拼接给定的两个链表的所有节点组成的。规定不准用STL，必须用链表实现功能。用STL实现链表功能一律不得分。
587,"1. 给出后序遍历序列,构建二叉树。上述二叉树实际是一颗二叉排序树，请实现程序2. 查找c节点，输出从树根到c节点的路径。3. 删除其中的m节点，使得删除后仍为二叉排序树。"
589,"有一堆二维坐标点<x1,y1>, <x2, y2>…..<xn, yn>。假定坐标点是一个一个来的，请利用堆，能时刻报告数据中的最小的k项。比如k=1,  有4个坐标数据 <2,2>, <1,1>, <3,3>, <0,0> 依次到来。那么当来第一个<2,2>时， top-1的值是<2,2>, 再来一个数据<1,1>,这时top-1的值变为了 <1,1>, 再来一个<3,3>数据，top-1还是<1,1>, 第四个数据<0,0>到了后，top-1 就变为了 <0,0>。"
591,存在一个无向图 ，图中有n 个节点。其中每个节点都有一个介于0到n - 1之间的唯一编号。给你一个二维数组graph，其中graph[u]是一个节点数组，由节点u的邻接节点组成。形式上，对于graph[u]中的每个v，都存在一条位于节点u和节点v之间的无向边。该无向图同时具有以下属性：n不存在自环（graph[u]不包含u）。n不存在平行边（graph[u]不包含重复值）。n如果v在graph[u]内，那么u也应该在graph[v]内（该图是无向图）。n这个图可能不是连通图，也就是说两个节点u和v之间可能不存在一条连通彼此的路径。写程序判断该图是否为二分图。定义：如果能将一个图的节点集合分割成两个独立的子集A和B，并使图中的每一条边的两个节点一个来自A集合，一个来自B集合，就将这个图称为二分图 。提示，可以用两种颜色通过遍历对该图进行染色。 二分图的话相邻节点颜色一定不相同。
592,有一群人，打乒乓球比赛，两两捉对撕杀，每两个人之间最多打一场比赛。球赛的规则如下：如果A打败了B，B又打败了C，而A与C之间没有进行过比赛，那么就认定，A一定能打败C。如果A打败了B，B又打败了C，而且，C又打败了A，那么A、B、C三者都不可能成为冠军。根据这个规则，无需循环较量，或许就能确定冠军。你的任务就是面对一群比赛选手，在经过了若干场撕杀之后，确定是否已经实际上产生了冠军(冠军要求能够击败所有人)。
593,用邻接表存储图，利用该邻接表使用Kruskal算法生成最小生成树
599,输入一个正整数n，求e=1!+2!+3!+......+n!，要求定义调用函数fact(n)计算n!，函数类型是double。试编写相应的程序。
600,用户输入一个浮点数，格式化输出保留3位小数。
601,输入两个整数 a 和 b，顺序输出加、减和乘法运算的结果。
602,披萨的尺寸一般分6-15英寸几种，1英寸约等于2.54厘米，将英寸直径乘以2.54即可得出以厘米为单位的直径。例如6寸披萨，即为6乘以2.54，得出结果为15.24厘米。 然而披萨加工时并不是严格到毫米不差的，考虑到加工过程，真正的有效直径需要去掉小数点后面数字。例如6寸披萨的标准直径为15.24厘米，实际有效直径一般为15厘米。‪‬‪‬‪‬‪‬‪‬‮‬‪‬‭‬‪‬‪‬‪‬‪‬‪‬‮‬‪‬‫‬‪‬‪‬‪‬‪‬‪‬‮‬‫‬‫‬‪‬‪‬‪‬‪‬‪‬‮‬‪‬‫‬‪‬‪‬‪‬‪‬‪‬‮‬‪‬‮‬‪‬‪‬‪‬‪‬‪‬‮‬‫‬‫‬披萨店经常会对顾客说：您订购的某尺寸的披萨卖完了，是否可以更换为多个小尺寸的披萨。例如：您订购的9寸披萨卖完了，可以给您2个6寸的披萨吗？‪‬‪‬‪‬‪‬‪‬‮‬‪‬‭‬‪‬‪‬‪‬‪‬‪‬‮‬‪‬‫‬‪‬‪‬‪‬‪‬‪‬‮‬‫‬‫‬‪‬‪‬‪‬‪‬‪‬‮‬‪‬‫‬‪‬‪‬‪‬‪‬‪‬‮‬‪‬‮‬‪‬‪‬‪‬‪‬‪‬‮‬‫‬‫‬假设披萨厚度相同，价格与面积成正比，试问一个 m 英寸的大披萨至少要更换几个 n 英寸的小披萨，顾客才不吃亏？
603,输入的三角形的三条边a、b、c 的长度，计算并依次输出三角形的周长和面积，结果严格保留2位小数。测试用例的数据保证三角形三边数据可以构成三角形。三角形面积计算公式：$area=\sqrt{s(s-a)(s-b)(s-c)}$，其中$s=\frac{a+b+c}{2}$。
